name,album,artist,release_date,length,popularity,acousticness,danceability,valence,key,energy,instrumentalness,liveness,loudness,speechiness,mode,tempo,time_signature
Mauá,Mauá,Chancla,2022-04-22,135108,55,0.147,0.743,0.562,7,0.571,0.919,0.12,-10.125,0.1,1,172.015,4
Midnight Ramen,Dusk-Sunrise,Nathan Kawanishi,2022-01-21,93203,48,0.942,0.785,0.516,1,0.187,0.948,0.109,-15.433,0.0713,1,144.292,4
Maranta,The Plant Whisperer,Ruth de las Plantas,2022-03-17,137923,49,0.679,0.553,0.108,4,0.59,0.88,0.608,-12.671,0.0444,0,173.952,4
Samba Triste - uChill Remix,Bossa Beats (Vol. 1),Various Artists,2021-10-29,128695,47,0.0508,0.882,0.761,9,0.493,0.862,0.12,-9.642,0.189,1,138.111,3
Backwards,Backwards,Vanilla,2022-02-04,234666,48,0.403,0.63,0.576,4,0.36,0.818,0.106,-9.003,0.0442,0,90.013,4
Your Vibe,De La Crème,Lofi Lucy,2022-02-09,87886,55,0.822,0.831,0.553,6,0.287,0.421,0.121,-14.019,0.0565,1,109.988,4
Spring Vibes,Spring Vibes,Emapea,2022-01-19,173538,47,0.591,0.662,0.506,9,0.459,0.857,0.194,-6.987,0.0428,0,90.02,4
Carrousel,Carrousel,Shin-Ski,2022-03-09,150945,47,0.284,0.702,0.646,0,0.562,0.891,0.245,-4.094,0.0904,1,89.973,4
Wonderful Day,Wonderful Day,Tundra Beats,2022-01-07,160004,49,0.187,0.775,0.466,2,0.366,0.809,0.142,-10.304,0.152,0,155.99,4
Austice,Austice,Toonorth,2022-04-06,167374,54,0.513,0.705,0.472,1,0.413,0.84,0.114,-9.415,0.0462,0,76.009,4
Hello Planta,Hello Planta,Ozoyo,2022-03-18,128274,51,0.645,0.642,0.357,6,0.826,0.512,0.429,-7.836,0.0922,0,116.026,4
Dale Dale,Dale Dale,SpoonBeats,2022-03-22,148000,49,0.16,0.597,0.388,9,0.187,0.824,0.277,-15.231,0.117,1,79.947,4
11pm in london,11pm in london,"oh, the joy.",2021-12-15,148888,46,0.822,0.646,0.175,4,0.387,0.936,0.0985,-17.473,0.038,1,81.005,4
Float,Moonlike,Misha,2022-04-22,136097,48,0.775,0.575,0.294,5,0.343,0.896,0.105,-12.037,0.065,0,82.007,4
Need To Be,Need To Be,Sweatson Klank,2022-01-13,177078,46,0.16,0.739,0.6,3,0.526,0.518,0.121,-6.586,0.0285,0,82.763,3
moog me up,moog me up,Wibke Komi,2021-09-03,114000,52,0.662,0.602,0.281,1,0.315,0.927,0.35,-15.164,0.0296,0,80.07,3
jimmy's howl,jimmy's howl,Dualizm,2021-12-15,125000,50,0.521,0.673,0.683,2,0.38,0.847,0.0751,-11.185,0.241,0,79.631,4
Don't Go,Don't Go,sloh rou,2021-12-17,153500,52,0.243,0.701,0.31,10,0.28,0.705,0.103,-10.097,0.0431,1,93.008,4
SICK,SICK,Robert de Boron,2022-02-25,201000,49,0.935,0.772,0.0631,5,0.206,0.901,0.255,-11.661,0.0385,1,140.038,4
Before the Rain,Before the Rain,Hiyo,2022-01-04,132631,51,0.305,0.585,0.295,10,0.236,0.949,0.0953,-15.654,0.161,0,76.128,4
D's Swing,D's Swing,Shin-Ski,2022-02-11,218528,45,0.00234,0.657,0.455,10,0.691,0.0552,0.354,-5.931,0.074,0,89.964,4
sunday,sunday,Melatone,2022-02-24,138071,46,0.721,0.706,0.319,1,0.432,0.871,0.0967,-12.108,0.0407,1,92.016,4
Peperomia,Peperomia,Ruth de las Plantas,2021-12-15,150564,47,0.575,0.659,0.114,1,0.373,0.889,0.486,-12.535,0.0286,0,106.001,3
sora no kanata,sora no kanata,maeshima soshi,2022-04-22,198000,51,0.58,0.792,0.457,3,0.453,0.0567,0.114,-6.821,0.0559,1,80.076,4
In Perpetuum,In Perpetuum,beauBAE,2022-01-31,112500,50,0.744,0.657,0.689,11,0.635,0.834,0.117,-8.43,0.297,1,80.05,4
Leaf Litter 4.0,Leaf Litter 4.0,Luchii,2021-12-17,120032,44,0.0942,0.686,0.777,11,0.708,0.00907,0.293,-8.958,0.159,1,170.024,4
Underground,Rendezvous,Konteks,2021-11-26,152823,53,0.831,0.577,0.594,3,0.264,0.86,0.204,-12.642,0.0384,0,84.997,4
Sunday Afternoons,Sunday Afternoons,Tokoyo,2022-02-25,107166,46,0.685,0.919,0.626,10,0.28,0.724,0.126,-12.364,0.183,0,90.015,4
Aaliyah Slide,Aaliyah Slide,Green Piccolo,2022-04-08,195157,47,0.599,0.851,0.332,2,0.417,0.908,0.249,-10.103,0.0463,0,110.944,4
Sin Gas,Sin Gas,Chancla,2022-04-01,141595,55,0.607,0.828,0.496,4,0.519,0.568,0.105,-6.855,0.126,0,166.959,4
Pollen,Pollen,Dj 113,2022-03-11,96000,47,0.134,0.729,0.616,5,0.521,0.22,0.15,-11.173,0.198,0,169.991,4
Little Off The Top,Little Off The Top,Thoreau,2022-03-30,120000,49,0.77,0.627,0.258,5,0.401,0.881,0.109,-10.565,0.0447,1,160.076,4
Daqui,Daqui,Wun Two,2022-01-12,82560,11,0.811,0.677,0.459,0,0.429,7.27e-05,0.124,-11.358,0.178,1,142.478,4
Sightseeing - Spotify Singles,Bluewerks: Spotify Singles,Bluewerks,2022-05-04,260532,57,0.836,0.442,0.227,7,0.355,0.903,0.106,-14.568,0.0298,1,66.985,4
Wun for L.,Air,Co Lee,2022-04-21,105600,53,0.864,0.524,0.23,8,0.232,0.93,0.128,-8.833,0.034,1,74.96,4
Good Life,Good Life,Nostalgique,2022-01-18,80031,44,0.925,0.73,0.562,6,0.419,0.759,0.101,-9.853,0.0745,1,90.057,4
Lavender Clouds,Lavender Clouds,Guzimi,2021-12-16,128780,46,0.661,0.554,0.258,10,0.574,0.684,0.12,-10.113,0.0467,1,163.594,4
Whelve,Whelve,Tom Doolie,2022-04-15,113346,49,0.36,0.432,0.277,0,0.498,0.91,0.106,-13.752,0.105,1,79.113,4
Purpose.,Purpose.,chromonicci,2022-03-23,192000,48,0.953,0.74,0.796,9,0.373,0.913,0.213,-8.929,0.0946,0,96.019,4
spring breeze,spring breeze,yeyts.,2022-03-24,96000,49,0.183,0.67,0.494,11,0.351,0.17,0.116,-7.109,0.0571,1,160.013,4
island vibes,island vibes,dLira,2022-01-13,156144,50,0.67,0.745,0.596,5,0.194,0.912,0.11,-14.01,0.0586,1,82.997,4
Coolio,Coolio,Thoreau,2021-11-19,113647,49,0.849,0.63,0.209,3,0.337,0.738,0.194,-11.926,0.0417,1,85.008,4
Ukulele en Pantitlán,Oda a la Infancia,SpoonBeats,2022-04-22,142939,52,0.436,0.767,0.294,11,0.28,0.325,0.367,-13.602,0.0807,1,129.938,4
Answering Machine,Answering Machine,anbuu,2022-01-10,159090,49,0.82,0.625,0.43,8,0.371,0.934,0.111,-12.9,0.0532,1,132.156,4
Unguarded Travelin',Unguarded Travelin',Koti6,2022-02-18,169500,45,0.111,0.634,0.923,3,0.46,0.929,0.338,-12.4,0.471,0,159.971,4
Early Waves,Early Waves / Nacré,FloFilz,2022-02-04,141240,46,0.117,0.583,0.439,10,0.265,0.775,0.18,-12.2,0.0533,0,85.046,4
Flo-fi,Flo-fi,soho,2022-01-26,107865,46,0.893,0.527,0.846,6,0.104,0.855,0.0845,-12.991,0.388,0,178.557,4
Donde Estas?,Donde Estas?,Fallen Roses,2022-02-11,124245,50,0.664,0.55,0.242,8,0.473,0.872,0.143,-11.806,0.0522,0,85.081,4
How Many Times,How Many Times,Birds Of The West,2021-12-06,145600,47,0.763,0.674,0.223,2,0.383,0.864,0.133,-8.123,0.0441,1,74.991,4
Promises,Promises,TRIBEZ.,2022-03-23,152888,47,0.124,0.864,0.643,1,0.563,0.841,0.1,-6.271,0.0358,0,120.012,4
Let It Go,Let It Go,Emapea,2022-03-02,191100,43,0.548,0.809,0.554,9,0.57,0.839,0.104,-7.12,0.0484,0,92.042,4
Garnet,Marino,Made in M,2022-04-15,94814,45,0.838,0.642,0.754,0,0.265,0.931,0.107,-11.578,0.168,0,81.091,4
Brazilian Sunset,Brazilian Sunset,Living Room,2021-11-12,99545,47,0.535,0.863,0.905,8,0.409,0.934,0.254,-16.583,0.199,1,87.977,4
Lace Agate,Gemstone Pebbles,Gemp,2022-01-06,146835,45,0.582,0.674,0.536,2,0.301,0.807,0.092,-11.143,0.0949,1,170.068,4
Alarm Clock,Alarm Clock,xander.,2022-01-12,186666,47,0.379,0.693,0.226,6,0.506,0.832,0.628,-12.021,0.0711,0,90.068,4
World Is My Pillow,World Is My Pillow,Inf,2022-04-15,104070,51,0.0678,0.68,0.72,6,0.367,0.929,0.131,-14.941,0.0478,0,113.113,4
Fine Wine,Fine Wine,KRETEK,2021-12-03,132000,46,0.366,0.798,0.401,1,0.318,0.846,0.0836,-11.531,0.287,0,85.046,4
Arum,Arum / Bombax,Wun Two,2022-03-23,90544,45,0.178,0.691,0.98,2,0.374,0.791,0.111,-13.39,0.114,0,170.241,4
Talking Like You Know Me,Software Soul,Signs of Goodness,2022-01-10,164571,45,0.679,0.717,0.136,3,0.16,0.924,0.11,-15.304,0.044,0,140.038,4
Printer Paper,Printer Paper,Operator:Operator,2021-11-04,152000,45,0.47,0.515,0.331,6,0.383,0.859,0.0972,-17.013,0.0589,0,179.875,4
Vela,Vela,Made in M,2022-04-01,151304,48,0.605,0.854,0.76,9,0.255,0.831,0.0839,-8.477,0.167,1,91.98,4
Kafald,Dawn in Reykjavík,o k h o,2022-01-07,139651,46,0.723,0.428,0.171,1,0.336,0.942,0.0773,-16.158,0.0626,0,143.765,4
Pode Ser,Pode Ser,Chancla,2022-03-11,150442,45,0.639,0.776,0.726,5,0.547,0.839,0.105,-7.657,0.0838,1,91.01,4
Blossomoon,Blossomoon,invention_,2021-12-17,155900,46,0.394,0.625,0.596,11,0.327,0.737,0.129,-10.158,0.0446,0,75.024,4
Valdosta,Valdosta,SamTRax,2022-02-11,178000,47,0.459,0.536,0.573,10,0.473,0.936,0.11,-13.303,0.0323,0,172.02,4
Red Wine,Lost Loops Vol. IV,Luchii,2021-12-24,133989,49,0.167,0.784,0.644,9,0.52,0.599,0.116,-9.506,0.0301,0,87.029,4
Vinasun,Vinasun,Macem Ly,2021-11-05,175457,47,0.0228,0.839,0.879,6,0.511,0.794,0.273,-3.24,0.0696,0,142.037,4
Areca,Areca,Ruth de las Plantas,2022-04-13,119741,49,0.808,0.773,0.412,4,0.485,0.876,0.126,-10.08,0.0366,1,119.963,4
All I Need,All I Need,wallyPDF,2022-04-14,120020,49,0.788,0.506,0.248,3,0.291,0.0125,0.35,-15.416,0.0418,1,79.928,4
french education,feeling noughty,sancy j,2022-04-20,136941,51,0.117,0.744,0.393,7,0.482,0.847,0.313,-9.516,0.0719,0,85.012,4
Alvissaras,Alvissaras,Eddie Pipocas,2022-01-11,288000,45,0.53,0.6,0.394,4,0.433,0.9,0.0941,-14.077,0.0953,0,74.999,4
Maya,Maya,Wacho,2021-11-19,195424,47,0.0283,0.619,0.313,2,0.34,0.86,0.452,-8.826,0.028,0,78.028,5
Blossom,Blossom,Gnarly,2022-02-24,192500,50,0.855,0.727,0.568,10,0.308,0.435,0.111,-12.375,0.0375,1,80.078,4
Tanger,Tanger,yosev,2022-04-13,151011,47,0.752,0.709,0.283,5,0.284,0.863,0.0697,-10.951,0.0349,1,89.029,4
Kurumi,Mentatea,ORANCHA,2022-04-15,163333,48,0.806,0.592,0.366,2,0.582,0.86,0.0891,-8.268,0.185,1,180.106,4
By Myself,By Myself,Sem0r,2022-02-02,124653,5,0.397,0.681,0.125,7,0.0803,0.95,0.104,-14.092,0.0421,1,81.987,4
dreams come true.,dreams come true.,coldbrew,2022-04-08,133670,50,0.933,0.757,0.188,9,0.182,0.605,0.101,-15.032,0.341,1,79.023,4
Out of Nothing,Out of Nothing,Sam Cross,2022-01-21,144000,44,0.738,0.709,0.177,7,0.299,0.881,0.0988,-13.088,0.0709,0,90.076,4
Head High,Head High,Glimlip,2022-04-08,157937,48,0.74,0.652,0.41,2,0.414,0.861,0.106,-8.737,0.131,1,85.977,4
Prelude To A Desaster,Prelude To A Desaster,Twit One,2022-04-22,170390,47,0.939,0.23,0.0289,11,0.451,0.911,0.0873,-14.263,0.0732,1,81.896,3
Spaceships And Beat Machines,New Galactica Era // Spaceships and Beat Machines,fat jon,2022-02-02,170322,44,0.635,0.658,0.172,0,0.401,0.944,0.108,-12.615,0.0281,0,92.994,4
Alkaline,Alkaline,goosetaf,2021-12-13,127893,5,0.917,0.662,0.189,7,0.283,0.919,0.11,-15.308,0.0428,0,151.97,4
lotus,spectra,desci,2021-11-16,143720,45,0.677,0.578,0.0622,1,0.284,0.887,0.0906,-13.862,0.0604,0,85.945,4
desert days,desert days,Trankilo,2022-04-07,152445,51,0.139,0.674,0.601,1,0.781,0.731,0.471,-8.168,0.0945,1,163.943,4
Meadow Rain,Meadow Rain,Unwind Project,2021-11-19,152000,46,0.789,0.495,0.513,8,0.407,0.634,0.104,-14.916,0.0939,0,88.021,4
Postscript,Postscript,These Brittle Bones,2021-12-10,258777,46,0.946,0.604,0.169,2,0.28,0.936,0.0693,-16.191,0.0375,1,130.017,4
Vickie,Vickie,Dualizm,2022-03-11,161379,47,0.463,0.649,0.431,11,0.469,0.817,0.113,-10.14,0.0349,0,87.045,4
Pockets,Pockets,Strong Maurice,2022-02-24,172728,50,0.586,0.538,0.0518,5,0.39,0.555,0.101,-10.659,0.473,0,74.22,1
Levada,Levada,FloFilz,2022-02-16,247386,46,0.0778,0.497,0.534,1,0.388,0.771,0.0367,-11.881,0.0867,1,91.834,4
waiting for april,waiting for april,Lofty,2022-04-22,161142,50,0.424,0.669,0.535,1,0.419,0.811,0.32,-12.525,0.0281,1,140.076,4
Call Me,Call Me,wallyPDF,2022-04-14,120022,50,0.821,0.695,0.396,3,0.221,0.771,0.11,-15.575,0.0725,1,160.037,4
Closer,Closer,Noé Mina,2021-12-02,146823,46,0.678,0.849,0.591,7,0.399,0.679,0.0967,-14.714,0.0718,1,85.031,4
soledad,soledad,tres islas,2021-11-26,166154,45,0.972,0.589,0.248,0,0.195,0.823,0.106,-14.672,0.0311,1,130.01,4
You and Me,You and Me,Tom Doolie,2022-02-24,147341,45,0.642,0.718,0.517,5,0.273,0.894,0.108,-13.083,0.0822,1,158.039,4
when i ate a persimmon,when i ate a persimmon,AOI,2022-04-15,124151,53,0.0826,0.941,0.547,2,0.411,0.663,0.114,-5.999,0.169,1,130.078,4
Cloudscape,Cloudscape,SōNE,2022-03-16,122278,51,0.192,0.754,0.446,10,0.34,0.688,0.157,-10.884,0.121,0,158.01,4
Twit Wun Two,Audda Control,Twit One,2021-11-08,155750,44,0.761,0.435,0.25,5,0.416,0.756,0.11,-12.156,0.354,0,145.333,4
Tibau,Tibau,Elior,2022-02-25,147473,46,0.5,0.775,0.464,1,0.362,0.842,0.117,-15.216,0.0848,0,95.021,4
Skari,Skari,o k h o,2021-11-17,134571,47,0.213,0.594,0.408,9,0.312,0.911,0.323,-17.863,0.06,1,132.152,5
grace,grace,LASYA,2022-02-15,150769,47,0.93,0.289,0.119,6,0.238,0.761,0.0901,-14.86,0.0434,0,155.729,4
Batumi,Whitecaps,LESKY,2021-12-10,149040,46,0.901,0.713,0.0939,9,0.384,0.785,0.188,-13.722,0.0373,1,104.943,4
Move On,Move On,jawima,2022-03-08,162666,45,0.415,0.695,0.616,7,0.32,0.925,0.0914,-12.138,0.0506,0,92.094,4
Epoch,Epoch,Tom Doolie,2021-12-10,94986,52,0.801,0.837,0.421,1,0.223,0.915,0.113,-11.476,0.0488,0,82.066,4
Mojito,Mojito,Wataru Fujiwara,2022-04-13,103764,47,0.335,0.816,0.474,7,0.453,0.967,0.133,-9.022,0.144,1,84.958,4
Beauty & Beast,Beauty & Beast,Pantone,2022-02-01,121445,51,0.644,0.68,0.158,9,0.492,0.784,0.21,-6.343,0.0606,1,166.055,4
Musica,Lo-Fi Lounge Beats,Deep Wave,2022-02-18,97228,44,0.961,0.489,0.7,6,0.463,0.904,0.618,-10.139,0.1,0,82.081,4
I Like It,I Like It,Peter Kind,2021-11-09,133596,53,0.0776,0.877,0.583,1,0.385,0.809,0.267,-11.349,0.105,1,135.993,4
Green Tea,Green Tea,Aves,2022-02-25,205128,48,0.409,0.695,0.331,7,0.316,0.767,0.295,-14.717,0.0973,1,86.933,4
Vintage,Vintage,KLIM,2022-02-21,114583,46,0.0118,0.757,0.645,2,0.396,0.878,0.116,-11.707,0.0608,1,85.554,4
Moonbeams,Moonbeams,Maple Syrup,2022-02-18,115075,45,0.217,0.746,0.688,8,0.31,0.879,0.119,-14.327,0.287,1,82.954,4
Padron Peppers,Padron Peppers,Burrito Eats,2022-04-01,142500,53,0.412,0.551,0.62,10,0.439,0.915,0.154,-14.07,0.037,0,80.055,4
Nest Egg,Nest Egg,Glimlip,2022-03-25,145576,49,0.587,0.672,0.315,4,0.492,0.876,0.442,-7.942,0.107,0,77.949,4
Shibui,Shibui,KOMOREBI,2022-03-25,132541,48,0.551,0.489,0.347,3,0.176,0.912,0.148,-9.441,0.0624,0,75.972,4
Songbook,Songbook,JUNES K,2022-01-12,176843,16,0.0591,0.538,0.161,10,0.526,0.227,0.458,-8.542,0.22,1,82.836,4
Invisible Palette,Invisible Palette,Obie Hans,2022-02-16,179250,47,0.84,0.569,0.359,8,0.149,0.889,0.102,-19.876,0.0472,1,118.493,3
Pendulum,Pendulum,Elior,2022-03-25,133846,53,0.0277,0.829,0.224,4,0.498,0.762,0.0859,-11.559,0.0727,0,91.006,4
Hometime,Hometime,JayDottCee,2022-02-01,85333,46,0.0528,0.685,0.256,7,0.447,0.944,0.116,-8.225,0.0506,1,90.005,4
Before the Sun,Before the Sun,Dr. Dundiff,2022-03-04,178000,45,0.1,0.729,0.347,1,0.312,0.804,0.13,-10.719,0.0765,1,120.18,4
Made For This,Made For This,Hand Made,2022-02-10,122823,45,0.793,0.689,0.523,7,0.379,0.938,0.137,-14.001,0.0651,1,169.984,4
Arapaziada,Arapaziada,Wun Two,2022-03-11,97215,44,0.216,0.676,0.485,7,0.475,0.914,0.121,-8.805,0.0482,1,79.089,4
sonámbulo,sonámbulo,tres islas,2021-10-22,199334,44,0.726,0.559,0.124,9,0.386,0.865,0.0974,-14.323,0.0482,0,132.962,4
Tender Rose,Tender Rose,Shingo Sekiguchi,2022-03-02,202938,51,0.597,0.778,0.382,11,0.561,0.922,0.108,-6.338,0.0329,0,92.023,4
Oblivion,Oblivion,Tis L,2022-01-19,146000,45,0.919,0.557,0.242,0,0.441,0.704,0.111,-14.668,0.0507,0,119.857,4
White Nights,White Nights,Gesmis,2021-12-03,163169,45,0.268,0.685,0.804,5,0.434,0.733,0.0823,-10.199,0.0559,1,83.077,4
Daylight,Daylight,MIKEY C,2022-03-11,114782,46,0.961,0.44,0.269,5,0.384,0.88,0.109,-12.449,0.0345,1,77.541,5
Orange Apricot,Orange Apricot,PANTōNE VU,2022-02-25,143221,47,0.682,0.81,0.781,7,0.33,0.871,0.0845,-12.261,0.0451,1,137.968,4
Loving You,Loving You,Sem0r,2022-01-10,121400,2,0.829,0.703,0.184,1,0.122,0.91,0.107,-14.449,0.0465,1,83.976,4
Airmode,Airmode,Zmeyev,2022-04-22,142572,51,0.524,0.782,0.35,1,0.243,0.893,0.102,-9.453,0.036,0,85.129,4
Azure,Azure,Phlocalyst,2021-11-12,125106,46,0.876,0.757,0.251,2,0.554,0.885,0.119,-8.623,0.122,0,93.981,4
The Watcher,The Watcher,Ganzo,2021-12-08,141037,46,0.0341,0.782,0.718,11,0.632,0.305,0.219,-10.171,0.311,1,78.347,4
Can't Be Without You,Can't Be Without You,Dosi,2022-01-14,189850,45,0.879,0.499,0.254,1,0.145,0.874,0.0897,-19.815,0.0557,1,67.075,4
Salon,Salon,paris91,2022-02-25,107294,50,0.7,0.828,0.716,8,0.535,0.862,0.0992,-7.72,0.0411,0,85.011,4
Envy - Spotify Singles,Bluewerks: Spotify Singles,Bluewerks,2022-05-04,158740,57,0.62,0.419,0.421,9,0.336,0.907,0.287,-13.601,0.059,0,82.595,4
Electrolytes,Electrolytes,Timothy Infinite,2022-01-14,123444,45,0.158,0.715,0.319,1,0.214,0.928,0.101,-9.715,0.27,1,80.922,4
Toshima Neighborhoods,Toshima Neighborhoods / Rainy Shin-Okubo,Nathan Kawanishi,2022-03-04,137624,44,0.347,0.597,0.0415,11,0.482,0.906,0.343,-11.671,0.0361,0,79.988,4
Vermillion,Vermillion,Handbook,2022-01-21,151304,43,0.000928,0.594,0.452,8,0.529,0.61,0.561,-6.869,0.0258,0,91.996,4
Your Patience,Plaything: Cipher,fat jon,2022-03-25,164210,44,0.155,0.685,0.322,5,0.49,0.677,0.0704,-10.054,0.032,1,95.002,4
Tranquillo,Ease,Wieland & Ulrich,2022-02-18,122000,45,0.569,0.905,0.9,7,0.22,0.864,0.109,-13.858,0.152,1,87.018,4
Création du Monde,Création du Monde,BluntOne,2022-04-22,121090,51,0.594,0.409,0.062,11,0.213,0.928,0.108,-13.748,0.034,0,167.39,3
Mozzafiato,Mozzafiato,Kokomiko,2022-01-07,150000,47,0.393,0.77,0.331,5,0.358,0.029,0.133,-11.734,0.0785,0,80.003,3
sunday morning vibes,sunday morning vibes,IKE,2022-03-11,90529,45,0.771,0.618,0.715,0,0.15,0.942,0.129,-12.648,0.0635,1,170.043,4
Jamal,Jamal,Shuko,2022-04-15,132320,49,0.178,0.653,0.704,11,0.822,0.921,0.249,-6.847,0.065,0,88.992,4
Jusqu'ici Tout Va Bien,Jusqu'ici Tout Va Bien,Hubert Daviz,2022-04-15,158076,47,0.852,0.661,0.612,4,0.195,0.942,0.0655,-21.273,0.096,0,78.028,3
Lush Waves,Lush Waves,Ol Wallace,2022-03-11,142588,47,0.771,0.644,0.336,0,0.283,0.922,0.706,-16.319,0.0611,0,87.028,4
Astro Travellers,Astro Travellers,Skeptika,2022-02-11,144000,25,0.642,0.832,0.319,10,0.119,0.936,0.105,-11.845,0.0449,0,140.086,4
Notice Me - Instrumental,Notice Me (Instrumental),High John,2022-02-11,109629,50,0.349,0.58,0.557,4,0.303,0.799,0.109,-20.007,0.0454,1,81.034,4
Maiden Voyage,Maiden Voyage,Denizou,2022-03-25,239949,45,0.221,0.542,0.066,6,0.436,0.891,0.147,-10.599,0.0299,0,156.003,4
Late Flight,Late Flight,Anthony Drawn,2021-12-10,162580,44,0.662,0.81,0.946,11,0.169,0.848,0.123,-11.098,0.138,1,124.057,4
I Trusted You,I Trusted You,Corduroy Egg,2022-03-14,142325,48,0.589,0.64,0.193,6,0.725,0.348,0.128,-5.381,0.0784,0,86.055,4
Toada,Boranda,Wun Two,2022-02-09,96893,44,0.364,0.94,0.961,9,0.371,0.00963,0.112,-9.373,0.171,1,120.174,4
Summer Nights,Summer Nights,Soul Jungle,2022-04-22,140000,44,0.118,0.852,0.505,0,0.381,0.896,0.135,-10.009,0.0357,0,114.007,4
sublime,sublime,UKDD,2022-03-18,121317,47,0.872,0.701,0.273,8,0.338,0.912,0.119,-13.264,0.125,1,78.946,4
Victory Lap,Victory Lap,Glimlip,2022-03-17,160000,45,0.521,0.718,0.323,9,0.402,0.87,0.0779,-9.191,0.0742,0,85.027,4
Connection,Connection,Chip Sum,2021-08-30,166588,49,0.569,0.576,0.234,4,0.5,0.849,0.105,-5.557,0.035,0,170.03,4
GIRLFRIEND,GIRLFRIEND,Novacane,2021-10-26,307826,47,0.446,0.644,0.166,0,0.265,0.604,0.637,-17.573,0.0559,0,85.0,4
free britney,free britney,sancy j,2022-02-01,156961,45,0.9,0.587,0.623,6,0.524,0.845,0.266,-10.938,0.459,1,155.858,4
findaway,findaway,tulipera,2022-03-25,95526,43,0.222,0.839,0.832,5,0.216,0.882,0.109,-11.482,0.166,0,152.002,4
Our Life Pictured,Our Life Pictured,BluntOne,2022-04-06,125029,48,0.779,0.569,0.0392,3,0.337,0.791,0.106,-13.264,0.0324,1,84.037,4
October,October,No Spirit,2021-10-25,150000,47,0.937,0.387,0.258,2,0.319,0.895,0.353,-14.963,0.0716,0,79.052,4
Secrets,Secrets / Half Past Noon,Nathan Kawanishi,2022-02-18,144800,44,0.013,0.592,0.436,0,0.806,0.812,0.308,-8.546,0.0545,0,150.069,4
Sunrise,Sunrise,Klaus Layer,2022-03-11,152000,47,0.0158,0.663,0.766,11,0.68,0.776,0.142,-7.867,0.0467,0,152.173,4
Stars Beyond The Sea,Stars Beyond The Sea,Lunath,2022-01-19,164000,46,0.929,0.749,0.304,9,0.227,0.871,0.0484,-14.803,0.0717,0,78.99,4
Bruce,Bluewerks Vol. 6: Open The Window,Bluewerks,2022-02-04,83754,46,0.418,0.642,0.718,9,0.536,0.168,0.286,-7.111,0.216,0,172.217,4
Whispering Hope,Whispering Hope,Xstreme Tikkko,2022-01-11,124250,3,0.0212,0.66,0.411,8,0.36,0.745,0.115,-9.329,0.0657,1,84.966,4
All My Dreams,Phases,Various Artists,2022-03-11,179240,46,0.683,0.543,0.039,8,0.119,0.723,0.0906,-20.766,0.0394,0,75.024,4
Under The Stars,Under The Stars,Ryuu竜,2022-04-08,88245,49,0.175,0.592,0.499,8,0.507,0.81,0.436,-9.623,0.235,1,75.207,4
Cold Concrete,Cold Concrete,DJ FRIP a.k.a. BeatLab,2022-03-04,191860,47,0.857,0.613,0.537,4,0.459,0.889,0.307,-13.051,0.0289,1,172.026,4
Office Vibe,Office Vibe,Sless Praismo,2021-10-22,147096,47,0.111,0.774,0.334,2,0.113,0.598,0.155,-10.678,0.0486,0,92.977,4
El Mar,El Mar,Solo San,2022-03-25,157714,45,0.928,0.74,0.63,0,0.432,0.854,0.388,-11.196,0.0418,1,140.054,4
Drive Thru,Sea Breeze,Loose Cannonz,2021-08-12,207209,49,0.843,0.719,0.578,4,0.765,0.911,0.109,-6.248,0.0736,0,171.967,4
Inner Life,Inner Life,B-Side,2022-04-22,146666,48,0.556,0.629,0.218,11,0.448,0.0534,0.0794,-12.933,0.388,0,72.036,4
Road,Road,Wataru Fujiwara,2022-03-16,149203,46,0.767,0.71,0.351,4,0.303,0.548,0.141,-10.473,0.0379,1,113.367,3
Argan,Argan,Casiio,2022-03-18,115772,44,0.867,0.757,0.496,6,0.362,0.00156,0.157,-12.384,0.465,1,85.115,4
Pleasant Toking,Canvas,Midibuilt,2022-01-10,150857,44,0.88,0.785,0.415,3,0.091,0.905,0.108,-13.799,0.0828,0,140.014,4
Another Day,Another Day,Leave,2022-01-21,103104,45,0.727,0.815,0.394,8,0.264,0.633,0.101,-11.56,0.0718,1,170.061,3
olvido,olvido,tres islas,2022-01-07,199384,44,0.402,0.837,0.432,0,0.44,0.759,0.0785,-13.134,0.0632,1,130.018,4
Windermere Parkway,Windermere Parkway,Rida Bostock,2021-12-07,169756,21,0.867,0.855,0.572,11,0.58,0.054,0.112,-8.381,0.0776,1,81.998,4
Morning Stretch,As The Sun Rises,Timothy Infinite,2022-04-01,144078,50,0.453,0.705,0.542,11,0.501,0.0393,0.284,-8.953,0.288,0,166.33,4
New Day,New Day,Iassu,2021-12-16,127228,45,0.21,0.665,0.562,10,0.593,0.724,0.0876,-10.158,0.0822,0,82.994,4
Tivoli,Tivoli,Kazam,2021-10-13,143414,48,0.66,0.708,0.481,7,0.494,0.727,0.0672,-12.755,0.0444,1,82.0,4
Da Dozen,Da Dozen,The Brothers Nylon,2021-11-26,104221,47,0.88,0.748,0.79,8,0.495,0.938,0.0694,-8.498,0.177,0,125.594,4
Piúma,Piúma,Chancla,2021-12-17,129683,46,0.784,0.728,0.728,0,0.607,0.928,0.155,-11.291,0.0403,0,100.052,4
Something Pure,Something Pure,Louk,2021-11-26,171000,50,0.751,0.622,0.477,0,0.312,0.317,0.16,-11.244,0.0312,0,80.02,4
