name,album,artist,release_date,length,popularity,acousticness,danceability,valence,key,energy,instrumentalness,liveness,loudness,speechiness,mode,tempo,time_signature
That Day,Sunny Days - EP,Engelwood,2017-07-03,174000,28,0.643,0.682,0.755,1,0.741,5.35e-06,0.223,-9.156,0.331,0,166.192,4
Bright.,Solitude.,Jinsang,2016-01-16,123413,41,0.931,0.629,0.246,11,0.274,0.908,0.279,-14.553,0.413,1,80.041,4
this girl,Gentle Boy,Elijah Who,2017-09-29,122704,62,0.875,0.79,0.422,8,0.133,0.808,0.111,-9.365,0.0915,1,69.997,4
Smooth,Smooth,Saib,2017-05-11,122252,46,0.361,0.658,0.682,6,0.519,0.798,0.36,-13.727,0.0727,0,173.675,4
Sunset Park,Bright Moments,Flamingosis,2016-08-05,220333,48,0.00368,0.562,0.679,6,0.698,0.67,0.365,-10.181,0.0338,0,90.004,4
Monday Loop,Harbor,Tomppabeats,2016-05-06,91504,54,0.872,0.742,0.354,10,0.384,0.00305,0.132,-8.533,0.043,1,69.006,3
Summer's Day,Summer's Day,Jinsang,2021-02-17,180349,50,0.635,0.572,0.208,7,0.618,0.322,0.351,-12.063,0.0826,1,169.409,4
Mint Jam,Basement Grooves,Saib,2019-07-19,163735,37,0.281,0.637,0.637,11,0.459,0.354,0.0668,-12.121,0.17,0,169.653,4
Summer Goes By,Summer Goes By,iamalex,2017-09-01,256000,39,0.199,0.767,0.718,0,0.844,0.00855,0.0823,-4.87,0.113,1,105.024,4
Flowery Flat,Mystic Voyage,Various Artists,2017-03-15,247404,31,0.164,0.755,0.702,6,0.74,0.819,0.094,-9.805,0.0345,0,96.003,4
Peach,Peach,Glimlip,2019-10-23,136525,57,0.406,0.811,0.635,1,0.35,0.907,0.105,-11.318,0.0439,1,118.009,4
Gamble,Midnight Menu,TOKiMONSTA,2010-07-22,146441,41,0.281,0.591,0.777,7,0.791,0.97,0.3,-9.355,0.235,1,88.26,4
How Long Have You Been Away?,krypt. vol2,kryptogram,2021-04-30,208570,56,0.031,0.806,0.846,11,0.753,0.5,0.0545,-6.247,0.0534,0,122.99,4
Sugar - Original Mix,Sugar,Moon Boots,2012-07-23,345238,43,0.00285,0.743,0.896,10,0.697,0.567,0.0715,-6.162,0.0459,0,112.5,4
Purple Night,Seize the Day,Cezaire,2016-06-10,190913,42,0.0727,0.645,0.302,8,0.663,0.637,0.122,-6.551,0.0865,1,187.997,4
1994,1994,Roman Kouder,2017-02-13,265476,34,0.119,0.673,0.249,0,0.483,0.0025,0.0713,-6.305,0.054,1,93.002,4
Don't Give Up,Seize the Day,Cezaire,2016-06-10,190913,20,0.262,0.896,0.342,2,0.418,0.645,0.0695,-9.951,0.103,1,122.994,4
Flowers,Vibes 3,The Deli,2016-02-26,187828,53,0.0849,0.838,0.218,7,0.364,0.981,0.26,-10.006,0.134,1,79.987,4
Izzo - Instrumental,Things Have Changed EP (Instrumental),The Deli,2016-11-03,109570,38,0.00511,0.741,0.873,9,0.399,0.653,0.0875,-8.746,0.177,0,160.081,4
Rhodz,Rhodz - Single,"Roman Kouder, Cahuita",2016-06-23,160666,13,0.0886,0.724,0.246,9,0.451,0.00427,0.0891,-6.756,0.0486,0,90.011,4
Far Away,Harbor,Tomppabeats,2016-05-06,52602,50,0.444,0.675,0.718,10,0.495,0.964,0.162,-11.151,0.0957,0,73.117,4
jasmine,unexpected,eevee,2016-02-10,148071,41,0.948,0.728,0.403,7,0.0324,0.891,0.12,-13.788,0.381,1,76.985,4
Your Name,Imma Keep It Mellow Till the Grave,Xfruge,2018-06-11,95538,23,0.883,0.825,0.577,10,0.535,0.961,0.248,-13.745,0.385,0,78.0,3
Noon,Noon,Jaeden Camstra,2018-07-20,89608,40,0.283,0.508,0.409,9,0.627,0.000167,0.122,-13.066,0.475,1,149.733,4
Oh How Lovely (feat. Tomppabeats),For Her,wüsh,2016-11-04,80308,43,0.248,0.793,0.407,3,0.412,0.0,0.537,-10.517,0.21,1,77.729,4
Space Cowboy,Ipanema,Saib,2015-04-28,152625,46,0.474,0.854,0.722,0,0.689,0.816,0.153,-15.05,0.17,1,97.993,4
m i s t,ep seeds,eevee,2017-03-16,118182,56,0.354,0.624,0.395,1,0.229,0.47,0.116,-15.698,0.046,0,130.069,4
Football Head,Pleasure Palette,Flamingosis,2016-06-10,224916,4,0.66,0.662,0.584,1,0.212,0.57,0.609,-14.638,0.0523,1,89.996,4
Caliber,Caliber,yeyts.,2020-09-14,130588,46,0.575,0.754,0.533,2,0.281,0.752,0.124,-9.757,0.112,1,85.191,4
